timestamp,hour_of_day,day_of_year,irradiance_Wpm2,ambient_T_C,humidity_pct,wind_speed_mps,V_rms_a_V,V_rms_b_V,V_rms_c_V,V_unbalance_pct,I_rms_a_A,I_rms_b_A,I_rms_c_A,I_neutral_A,P_active_kW,Q_reactive_kVAR,S_apparent_kVA,power_factor,freq_Hz,freq_dev_Hz,RoCoF_Hz_per_s,V_THD_pct,I_THD_pct,harm_5th_pct,harm_7th_pct,harm_11th_pct,harm_13th_pct,PV_kW,wind_kW,RE_penetration_pct,batt_SOC_pct,batt_SOH_pct,batt_V_V,batt_I_A,batt_T_C,batt_P_kW,load_kW,nonlinear_load_frac,grid_connected,APF_on,ESS_on,AI_control_on,fault_flag,operating_scenario,IEEE_519_compliance,stability_label,energy_cost_BDT,cum_cost_BDT,source
2026-06-01 00:11:00,0.18333333333333332,152,0.0,34.28,59.5,5.61,228.14,230.5,229.7,0.569,98.59,98.357,100.004,-0.696,32.186,19.41,37.585,0.856,50.005,0.005,-0.00022,2.013,3.365,1.941,1.208,0.849,0.573,0.0,0.518,1.53,61.67,99.933,405.83,15.862,40.18,6.437,33.827,0.2,True,False,False,False,False,hybrid_PV_wind_30pct,PASS,0,6.437,91.07,SYNTHETIC_GENERATOR_v1
2026-06-01 00:12:00,0.2,152,60.4,33.26,92.2,5.33,229.43,230.54,229.76,0.274,136.284,123.346,130.506,2.242,45.463,22.475,50.715,0.896,50.0115,0.0115,-6e-05,2.14,3.283,1.662,1.283,0.768,0.583,1.322,0.0,2.9,55.53,99.934,402.76,22.576,39.12,9.093,45.644,0.15,True,False,False,False,False,PV_only_40pct,PASS,0,9.093,100.17,SYNTHETIC_GENERATOR_v1
2026-06-01 00:13:00,0.21666666666666667,152,34.3,32.96,80.2,7.38,230.67,229.57,225.44,1.357,107.459,100.232,105.354,-0.347,38.389,19.284,42.961,0.894,49.9978,-0.0022,-0.00026,1.715,2.284,1.044,0.853,0.454,0.48,0.0,1.798,4.65,57.57,99.954,403.78,19.015,38.37,7.678,38.665,0.15,True,False,False,False,False,wind_only_20pct,PASS,0,7.678,107.84,SYNTHETIC_GENERATOR_v1
2026-06-01 00:14:00,0.23333333333333334,152,0.0,33.76,72.4,7.18,235.74,225.12,227.29,2.764,97.035,93.05,101.019,-0.71,36.952,14.355,39.643,0.932,49.9797,-0.0203,0.00015,1.358,1.736,1.057,0.478,0.309,0.29,0.0,0.0,0.0,72.86,99.965,411.43,17.963,39.0,7.39,35.679,0.1,False,False,False,False,False,base_case_no_RE,PASS,1,7.39,115.23,SYNTHETIC_GENERATOR_v1
2026-06-01 00:15:00,0.25,152,62.5,32.82,70.9,5.37,232.37,230.23,226.88,1.283,123.939,122.5,129.926,0.216,45.341,21.987,50.391,0.9,50.0152,0.0152,0.00028,1.535,3.262,1.624,1.035,0.754,0.612,0.0,1.629,3.59,59.63,99.935,404.82,22.401,38.67,9.068,45.352,0.2,True,False,False,False,False,wind_only_40pct,PASS,0,9.068,124.3,SYNTHETIC_GENERATOR_v1
2026-06-01 00:16:00,0.26666666666666666,152,39.9,33.39,64.7,4.83,225.31,227.49,231.89,1.593,113.256,111.554,107.449,2.213,40.083,19.812,44.712,0.896,50.0138,0.0138,-0.00034,2.229,3.397,1.979,1.431,0.627,0.583,0.29,0.393,1.7,66.63,99.932,408.32,19.633,39.32,8.017,40.241,0.2,True,False,False,False,False,hybrid_PV_wind_30pct,PASS,0,8.017,132.32,SYNTHETIC_GENERATOR_v1
2026-06-01 00:17:00,0.2833333333333333,152,0.0,33.67,53.0,5.86,229.17,223.68,232.14,2.021,106.86,104.837,108.072,2.274,37.812,19.066,42.347,0.893,49.9745,-0.0255,1e-05,2.027,3.806,2.104,1.634,0.755,0.774,0.0,0.887,2.33,72.87,99.924,411.44,18.38,39.83,7.562,38.112,0.15,True,False,False,False,False,wind_only_20pct,PASS,0,7.562,139.88,SYNTHETIC_GENERATOR_v1
2026-06-01 00:18:00,0.3,152,0.0,32.21,86.2,4.56,228.91,224.3,232.18,1.81,99.249,100.843,95.277,0.166,35.604,18.93,40.324,0.883,50.0154,0.0154,-4e-05,1.858,2.727,1.72,0.977,0.633,0.447,0.0,0.0,0.0,53.49,99.945,401.75,17.725,37.8,7.121,36.292,0.15,True,False,False,False,False,PV_only_20pct,PASS,0,7.121,147.0,SYNTHETIC_GENERATOR_v1
2026-06-01 00:19:00,0.31666666666666665,152,60.0,32.74,43.8,6.07,227.93,229.64,234.58,1.68,84.053,80.716,84.423,-0.119,33.506,4.774,33.844,0.99,49.9696,-0.0304,-0.00023,0.1,0.1,0.182,0.03,0.072,0.027,0.659,1.184,6.05,58.85,99.998,404.43,82.848,37.74,33.506,30.46,0.55,True,True,True,True,False,AI_optimized_control,PASS,0,6.701,153.7,SYNTHETIC_GENERATOR_v1
2026-06-01 00:20:00,0.3333333333333333,152,46.7,34.36,47.0,4.67,233.36,227.25,235.49,2.078,113.499,108.996,111.71,1.223,39.287,21.38,44.728,0.878,49.9876,-0.0124,0.0006,1.898,2.918,1.426,1.125,0.499,0.708,0.9,0.0,2.23,53.98,99.942,401.99,19.546,40.04,7.857,40.255,0.15,True,False,False,False,False,PV_only_40pct,PASS,0,7.857,161.56,SYNTHETIC_GENERATOR_v1
2026-06-01 00:21:00,0.35,152,0.0,33.33,66.4,5.88,230.98,232.1,229.52,0.587,121.404,119.325,120.027,-0.848,40.591,24.29,47.304,0.858,50.0419,0.0419,0.00034,2.617,4.533,2.744,1.666,0.833,0.861,0.0,2.005,4.71,55.07,99.909,402.54,20.168,39.97,8.118,42.573,0.2,True,False,False,False,False,wind_only_40pct,PASS,0,8.118,169.68,SYNTHETIC_GENERATOR_v1
2026-06-01 00:22:00,0.36666666666666664,152,0.0,32.5,66.3,5.46,231.57,233.32,231.75,0.483,119.462,120.443,115.743,0.414,43.522,18.897,47.448,0.917,50.0285,0.0285,-0.00014,1.241,1.85,0.94,0.884,0.412,0.345,0.0,0.0,0.0,66.31,99.963,408.16,21.326,37.77,8.704,42.703,0.1,True,False,False,False,False,base_case_no_RE,PASS,0,8.704,178.38,SYNTHETIC_GENERATOR_v1
2026-06-01 00:23:00,0.38333333333333336,152,41.7,33.25,84.0,5.13,233.36,226.66,229.93,1.468,124.078,122.371,125.225,2.293,43.869,23.135,49.595,0.885,50.0254,0.0254,-0.00048,2.529,4.004,2.085,1.624,0.89,0.636,0.896,0.0,2.01,87.63,99.92,418.81,20.949,39.53,8.774,44.636,0.15,True,False,False,False,False,PV_only_40pct,PASS,0,8.774,187.16,SYNTHETIC_GENERATOR_v1
2026-06-01 00:24:00,0.4,152,0.0,32.02,40.4,6.06,228.91,230.06,229.91,0.311,136.691,129.91,131.53,0.21,40.51,31.791,51.495,0.787,49.9705,-0.0295,-0.00036,3.539,5.566,2.785,2.061,1.147,1.002,0.0,1.49,3.21,56.75,99.889,403.38,20.085,39.5,8.102,46.345,0.55,True,False,False,False,False,hybrid_with_nonlinear_loads,MARGINAL,0,8.102,195.26,SYNTHETIC_GENERATOR_v1
2026-06-01 00:25:00,0.4166666666666667,152,48.3,33.23,70.5,5.24,231.84,227.93,228.43,1.06,132.714,131.62,126.215,-0.104,47.986,22.477,52.989,0.906,49.9819,-0.0181,-7e-05,1.483,2.057,1.091,0.763,0.459,0.396,0.415,0.595,2.12,53.85,99.959,401.92,23.878,38.57,9.597,47.69,0.2,True,False,False,False,False,hybrid_PV_wind_30pct,PASS,0,9.597,204.86,SYNTHETIC_GENERATOR_v1
2026-06-01 00:26:00,0.43333333333333335,152,116.1,33.35,67.7,4.02,236.1,229.07,235.18,1.905,100.176,95.312,103.277,0.05,34.937,17.551,39.098,0.894,49.9623,-0.0377,-0.00024,0.804,1.087,0.72,0.617,0.314,0.232,1.216,0.33,4.39,57.25,99.978,403.62,86.557,38.44,34.937,35.188,0.55,False,True,True,False,False,hybrid_with_ESS_mitigation,PASS,0,6.987,211.84,SYNTHETIC_GENERATOR_v1
2026-06-01 00:27:00,0.45,152,22.4,33.04,64.4,5.76,228.6,230.5,233.85,1.246,92.533,92.938,94.505,0.072,34.155,16.46,37.914,0.901,49.9535,-0.0465,0.00056,0.866,1.431,0.915,0.682,0.35,0.213,0.23,0.941,3.43,75.33,99.971,412.66,82.768,38.21,34.155,34.123,0.55,True,True,True,False,False,hybrid_with_ESS_mitigation,PASS,0,6.831,218.67,SYNTHETIC_GENERATOR_v1
2026-06-01 00:28:00,0.4666666666666667,152,0.0,32.63,48.2,6.27,228.46,228.52,228.61,0.035,114.235,113.565,118.869,-0.863,38.399,25.107,45.879,0.837,50.0296,0.0296,0.00015,2.26,3.129,1.72,1.328,0.636,0.637,0.0,1.47,3.56,60.85,99.937,405.42,18.943,38.41,7.68,41.291,0.25,True,False,False,False,False,hybrid_PV_wind_50pct,PASS,0,7.68,226.35,SYNTHETIC_GENERATOR_v1
2026-06-01 00:29:00,0.48333333333333334,152,10.6,34.13,59.7,5.01,227.28,225.98,231.5,1.412,91.26,92.408,88.381,1.177,33.835,14.217,36.7,0.922,49.9711,-0.0289,-0.00042,1.336,2.049,1.304,0.705,0.31,0.31,0.084,0.0,0.25,67.37,99.959,408.68,16.558,39.47,6.767,33.03,0.15,True,False,False,False,False,PV_only_20pct,PASS,0,6.767,233.12,SYNTHETIC_GENERATOR_v1
2026-06-01 00:30:00,0.5,152,62.1,32.84,61.8,6.08,225.89,230.74,225.24,1.499,97.267,98.38,96.997,-0.498,33.785,18.389,38.465,0.878,49.9786,-0.0214,0.00016,1.546,2.395,1.273,0.855,0.654,0.34,0.0,0.901,2.6,71.65,99.952,410.83,16.447,38.3,6.757,34.619,0.15,True,False,False,False,False,wind_only_20pct,PASS,0,6.757,239.88,SYNTHETIC_GENERATOR_v1
2026-06-01 00:31:00,0.5166666666666667,152,5.9,31.89,94.1,7.31,230.41,227.52,228.84,0.646,103.031,99.185,102.222,-1.855,36.779,17.935,40.919,0.899,49.9897,-0.0103,0.00022,2.023,3.013,1.615,1.287,0.616,0.425,0.106,0.0,0.29,71.91,99.94,410.95,17.899,37.62,7.356,36.827,0.15,True,False,False,False,False,PV_only_40pct,PASS,0,7.356,247.23,SYNTHETIC_GENERATOR_v1
2026-06-01 00:32:00,0.5333333333333333,152,29.0,32.91,72.6,5.23,230.98,230.11,232.73,0.633,106.972,103.555,103.24,0.696,34.119,22.737,41.001,0.832,50.0053,0.0053,1e-05,1.523,2.167,1.042,0.868,0.42,0.372,0.0,0.611,1.66,52.58,99.957,401.29,17.005,38.29,6.824,36.901,0.15,True,False,False,False,False,wind_only_20pct,PASS,0,6.824,254.06,SYNTHETIC_GENERATOR_v1
2026-06-01 00:33:00,0.55,152,0.0,33.69,50.7,7.29,227.62,233.5,230.66,1.293,112.447,111.82,109.497,-0.365,39.22,21.737,44.841,0.875,49.9914,-0.0086,-0.00074,2.265,3.589,1.874,1.506,0.714,0.69,0.0,2.257,5.59,64.59,99.928,407.29,19.259,39.72,7.844,40.357,0.25,True,False,False,False,False,hybrid_PV_wind_50pct,PASS,0,7.844,261.9,SYNTHETIC_GENERATOR_v1
2026-06-01 00:34:00,0.5666666666666667,152,0.0,33.95,84.7,5.89,230.61,230.03,226.69,1.053,107.327,102.249,102.635,-0.883,40.899,6.468,41.407,0.988,49.917,-0.083,-0.00022,0.1,0.1,-0.029,0.038,-0.039,0.002,0.0,1.322,3.55,67.18,99.998,408.59,100.098,38.95,40.899,37.267,0.55,True,True,True,True,False,AI_optimized_control,PASS,1,8.18,270.08,SYNTHETIC_GENERATOR_v1
2026-06-01 00:35:00,0.5833333333333334,152,54.4,31.34,74.1,6.74,231.59,227.44,230.54,1.053,132.268,126.45,129.085,2.174,45.027,21.945,50.09,0.899,49.9652,-0.0348,0.0009,2.355,3.253,1.774,1.309,0.696,0.659,0.0,3.2,7.1,61.88,99.935,405.94,22.184,37.19,9.005,45.081,0.2,True,False,False,False,False,wind_only_40pct,PASS,0,9.005,279.09,SYNTHETIC_GENERATOR_v1
2026-06-01 00:36:00,0.6,152,0.0,32.44,63.6,3.95,223.37,228.74,227.84,1.427,115.016,101.827,108.53,1.546,40.236,15.289,43.043,0.935,50.0247,0.0247,6e-05,1.184,1.911,1.302,0.646,0.482,0.413,0.0,0.0,0.0,74.65,99.962,412.32,19.517,37.73,8.047,38.739,0.1,True,False,False,False,False,base_case_no_RE,PASS,0,8.047,287.13,SYNTHETIC_GENERATOR_v1
2026-06-01 00:37:00,0.6166666666666667,152,0.0,32.7,64.1,5.54,230.3,233.23,230.32,0.849,96.489,102.888,100.193,1.221,35.764,17.289,39.724,0.9,49.9721,-0.0279,-0.00019,0.373,0.1,0.121,0.228,-0.047,0.071,0.0,0.879,2.46,57.94,99.998,403.97,88.531,37.7,35.764,35.751,0.55,True,True,True,False,False,hybrid_with_ESS_mitigation,PASS,0,7.153,294.29,SYNTHETIC_GENERATOR_v1
2026-06-01 00:38:00,0.6333333333333333,152,0.0,33.0,58.7,4.17,232.5,234.21,232.42,0.507,119.449,116.719,117.859,1.255,41.598,22.697,47.387,0.878,50.0017,0.0017,0.0,1.881,2.911,1.762,1.277,0.745,0.457,0.0,0.268,0.63,74.9,99.942,412.45,20.171,38.68,8.32,42.648,0.2,True,False,False,False,False,hybrid_PV_wind_30pct,PASS,0,8.32,302.61,SYNTHETIC_GENERATOR_v1
2026-06-01 00:39:00,0.65,152,18.9,32.07,67.0,6.82,232.86,230.27,237.56,1.737,105.844,112.771,116.228,1.392,39.475,19.836,44.179,0.894,49.9725,-0.0275,-0.00067,1.762,2.916,1.922,1.18,0.791,0.427,0.363,0.0,0.91,70.87,99.942,410.43,19.236,37.75,7.895,39.761,0.15,True,False,False,False,False,PV_only_40pct,PASS,0,7.895,310.5,SYNTHETIC_GENERATOR_v1
2026-06-01 00:40:00,0.6666666666666666,152,63.5,33.2,71.4,4.05,233.71,232.57,232.04,0.407,92.091,83.045,97.055,0.747,37.138,5.292,37.513,0.99,49.9214,-0.0786,-2e-05,0.1,0.562,0.296,-0.002,0.02,0.105,0.771,0.389,3.44,60.37,99.989,405.18,91.656,38.23,37.138,33.762,0.55,True,True,True,True,False,AI_optimized_control,PASS,1,7.428,317.93,SYNTHETIC_GENERATOR_v1
2026-06-01 00:41:00,0.6833333333333333,152,98.7,33.41,66.1,5.33,229.59,231.4,224.06,1.866,103.369,102.026,102.443,2.414,36.606,17.505,40.576,0.902,49.9699,-0.0301,0.0002,1.407,2.56,1.622,0.976,0.59,0.452,1.72,0.0,4.71,60.41,99.949,405.2,18.068,38.93,7.321,36.518,0.15,True,False,False,False,False,PV_only_40pct,PASS,0,7.321,325.25,SYNTHETIC_GENERATOR_v1
2026-06-01 00:42:00,0.7,152,5.1,32.3,62.6,5.18,226.45,228.76,227.32,0.545,106.888,101.635,102.664,-0.092,40.925,5.831,41.338,0.99,49.9452,-0.0548,9e-05,0.1,0.1,0.1,0.127,-0.125,0.019,0.069,0.899,2.6,60.89,99.998,405.45,100.937,37.3,40.925,37.204,0.55,True,True,True,True,False,AI_optimized_control,PASS,0,8.185,333.44,SYNTHETIC_GENERATOR_v1
2026-06-01 00:43:00,0.7166666666666667,152,39.5,32.79,68.1,6.35,227.16,225.57,233.3,2.01,107.087,106.216,104.01,-0.041,35.711,18.879,40.394,0.884,49.9807,-0.0193,0.00067,1.959,3.334,1.995,1.401,0.689,0.684,0.0,1.079,2.97,58.31,99.933,404.16,17.672,38.67,7.142,36.354,0.15,True,False,False,False,False,wind_only_20pct,PASS,0,7.142,340.58,SYNTHETIC_GENERATOR_v1
2026-06-01 00:44:00,0.7333333333333333,152,7.2,33.28,73.1,6.03,231.57,232.94,233.09,0.418,96.238,93.508,94.444,1.524,31.219,19.609,36.866,0.847,50.0257,0.0257,0.00033,2.138,3.379,1.614,1.276,0.756,0.639,0.072,1.051,3.38,76.67,99.932,413.33,15.106,39.2,6.244,33.18,0.25,False,False,False,False,False,hybrid_PV_wind_50pct,PASS,0,6.244,346.82,SYNTHETIC_GENERATOR_v1
2026-06-01 00:45:00,0.75,152,21.2,33.84,69.6,5.31,226.51,230.34,231.67,1.302,98.184,98.477,98.437,0.485,30.258,25.92,39.842,0.759,50.0204,0.0204,-0.00031,3.706,5.937,3.59,2.237,1.373,1.02,0.229,0.778,2.81,77.18,99.881,413.59,14.632,41.66,6.052,35.858,0.55,True,False,False,False,False,hybrid_with_nonlinear_loads,MARGINAL,0,6.052,352.87,SYNTHETIC_GENERATOR_v1
2026-06-01 00:46:00,0.7666666666666667,152,0.0,33.39,73.3,6.86,235.8,232.75,235.61,0.856,100.611,102.825,103.151,-0.882,30.606,26.725,40.631,0.753,49.9882,-0.0118,-0.00048,4.142,6.852,3.823,2.675,1.378,1.228,0.0,1.706,4.66,66.07,99.863,408.04,15.001,42.15,6.121,36.568,0.55,True,False,False,False,False,hybrid_with_nonlinear_loads,MARGINAL,1,6.121,358.99,SYNTHETIC_GENERATOR_v1
2026-06-01 00:47:00,0.7833333333333333,152,23.2,32.43,54.7,6.08,233.1,229.82,231.01,0.778,129.707,133.81,131.167,0.83,52.213,7.44,52.741,0.99,49.9633,-0.0367,-0.0,0.1,0.261,0.102,0.159,0.163,0.069,0.399,1.848,4.73,63.95,99.995,406.97,128.296,37.43,52.213,47.467,0.55,True,True,True,True,False,AI_optimized_control,PASS,0,10.443,369.44,SYNTHETIC_GENERATOR_v1
2026-06-01 00:48:00,0.8,152,0.0,33.0,72.7,5.32,228.9,231.03,231.48,0.683,113.212,110.219,111.766,1.055,38.6,21.014,43.95,0.878,49.9878,-0.0122,0.00065,2.1,3.195,1.568,1.257,0.745,0.632,0.0,0.862,2.18,60.2,99.936,405.1,19.057,38.81,7.72,39.555,0.25,True,False,False,False,False,hybrid_PV_wind_50pct,PASS,0,7.72,377.16,SYNTHETIC_GENERATOR_v1
2026-06-01 00:49:00,0.8166666666666667,152,118.8,32.56,50.6,5.8,231.37,230.08,230.94,0.312,119.403,119.655,112.205,-0.333,41.559,23.016,47.507,0.875,50.0408,0.0408,0.00029,0.758,0.23,0.253,-0.029,-0.001,0.021,0.0,0.0,0.0,63.31,99.995,406.65,20.44,37.57,8.312,42.756,0.1,True,False,False,False,False,base_case_no_RE,PASS,0,8.312,385.47,SYNTHETIC_GENERATOR_v1
2026-06-01 00:50:00,0.8333333333333334,152,0.0,32.24,75.7,6.08,225.15,228.42,228.27,0.927,132.119,122.823,132.84,1.495,45.153,24.476,51.36,0.879,50.0221,0.0221,-0.00023,1.838,1.983,1.132,0.854,0.479,0.454,0.0,2.402,5.2,72.07,99.96,411.04,21.97,37.55,9.031,46.224,0.2,True,False,False,False,False,wind_only_40pct,PASS,0,9.031,394.5,SYNTHETIC_GENERATOR_v1
2026-06-01 00:51:00,0.85,152,34.3,32.97,45.9,5.56,235.68,230.99,230.21,1.473,116.123,123.726,116.282,-0.189,41.968,19.65,46.341,0.906,50.0127,0.0127,-0.00026,0.589,0.696,0.34,0.515,0.172,0.128,0.688,0.0,1.65,73.11,99.986,411.55,20.395,38.0,8.394,41.707,0.15,True,False,False,False,False,PV_only_40pct,PASS,0,8.394,402.89,SYNTHETIC_GENERATOR_v1
2026-06-01 00:52:00,0.8666666666666667,152,19.2,32.94,78.8,6.49,228.29,226.66,230.97,1.013,119.226,116.992,115.719,-0.419,45.395,6.468,45.854,0.99,49.9907,-0.0093,-0.00011,0.1,0.494,0.285,0.279,0.074,0.036,0.287,1.956,5.44,57.56,99.99,403.78,112.425,37.96,45.395,41.268,0.55,True,True,True,True,False,AI_optimized_control,PASS,0,9.079,411.97,SYNTHETIC_GENERATOR_v1
2026-06-01 00:53:00,0.8833333333333333,152,22.3,32.63,78.3,4.26,225.98,223.82,227.58,0.857,127.527,125.117,120.546,-0.158,43.655,22.484,49.105,0.889,50.0,-0.0,-0.00011,2.071,3.839,1.93,1.509,0.729,0.6,0.178,0.296,1.07,83.29,99.923,416.65,20.955,38.81,8.731,44.194,0.2,True,False,False,False,False,hybrid_PV_wind_30pct,PASS,0,8.731,420.7,SYNTHETIC_GENERATOR_v1
2026-06-01 00:54:00,0.9,152,0.0,33.21,69.3,5.07,228.43,230.47,231.94,0.804,101.548,101.224,104.043,0.159,37.648,15.991,40.903,0.92,49.9778,-0.0222,-0.00016,1.695,2.57,1.252,0.897,0.509,0.351,0.0,0.415,1.13,65.63,99.949,407.82,18.463,38.74,7.53,36.813,0.2,True,False,False,False,False,hybrid_PV_wind_30pct,PASS,0,7.53,428.23,SYNTHETIC_GENERATOR_v1
2026-06-01 00:55:00,0.9166666666666666,152,0.0,32.42,56.8,4.31,230.58,223.89,233.78,2.401,121.083,121.296,119.8,0.959,41.27,23.842,47.662,0.866,49.9809,-0.0191,0.00023,2.331,3.829,2.151,1.562,0.741,0.647,0.0,0.498,1.16,64.32,99.923,407.16,20.272,38.6,8.254,42.895,0.25,True,False,False,False,False,hybrid_PV_wind_50pct,PASS,0,8.254,436.49,SYNTHETIC_GENERATOR_v1
2026-06-01 00:56:00,0.9333333333333333,152,36.3,32.52,64.0,7.74,229.96,228.38,228.89,0.386,106.161,105.572,96.786,-1.198,36.438,18.359,40.801,0.893,50.0056,0.0056,0.00026,1.426,2.836,1.703,1.121,0.618,0.551,0.0,0.0,0.0,77.94,99.943,413.97,17.604,38.16,7.288,36.721,0.1,False,False,False,False,False,base_case_no_RE,PASS,0,7.288,443.77,SYNTHETIC_GENERATOR_v1
2026-06-01 00:57:00,0.95,152,80.5,32.67,76.2,5.38,233.71,232.77,228.11,1.488,100.848,106.303,104.004,1.469,35.337,19.736,40.475,0.873,50.0122,0.0122,-0.00015,2.114,3.234,1.848,1.318,0.543,0.53,0.879,0.822,4.67,66.53,99.935,408.27,17.311,38.51,7.067,36.427,0.25,True,False,False,False,False,hybrid_PV_wind_50pct,PASS,0,7.067,450.84,SYNTHETIC_GENERATOR_v1
